0.83333 	0.16667 	0.65000 
0.83333 	0.66667 	0.65000 
0.66667 	0.33333 	0.65000 
0.66667 	0.83333 	0.65000 
0.50000 	0.00000 	0.65000 
0.50000 	0.50000 	0.65000 
0.33333 	0.16667 	0.65000 
0.33333 	0.66667 	0.65000 
0.16667 	0.33333 	0.65000 
0.16667 	0.83333 	0.65000 
0.00000 	0.33333 	0.70000 
0.00000 	0.83333 	0.70000 
0.83333 	0.00000 	0.70000 
0.83333 	0.50000 	0.70000 
0.66667 	0.16667 	0.70000 
0.66667 	0.66667 	0.70000 
0.50000 	0.33333 	0.70000 
0.50000 	0.83333 	0.70000 
0.33333 	0.00000 	0.70000 
0.33333 	0.50000 	0.70000 
0.16667 	0.16667 	0.70000 
0.16667 	0.66667 	0.70000 
0.00000 	0.00000 	0.75000 
0.00000 	0.50000 	0.75000 
0.83333 	0.16667 	0.75000 
0.83333 	0.66667 	0.75000 
0.66667 	0.33333 	0.75000 
0.66667 	0.83333 	0.75000 
0.50000 	0.00000 	0.75000 
0.33333 	0.16667 	0.75000 
0.33333 	0.66667 	0.75000 
0.16667 	0.33333 	0.75000 
0.16667 	0.83333 	0.75000 
0.00000 	0.33333 	0.80000 
0.00000 	0.83333 	0.80000 
0.83333 	0.00000 	0.80000 
0.66667 	0.16667 	0.80000 
0.33333 	0.00000 	0.80000 
0.16667 	0.66667 	0.80000 
0.00000 	0.16667 	0.85000 
0.00000 	0.66667 	0.85000 
0.83333 	0.33333 	0.85000 
0.66667 	0.00000 	0.85000 
0.33333 	0.83333 	0.85000 
0.16667 	0.00000 	0.85000 
0.00000 	0.00000 	0.90000 
0.00000 	0.50000 	0.90000 
0.83333 	0.16667 	0.90000 
0.83333 	0.66667 	0.90000 
0.66667 	0.33333 	0.90000 
0.66667 	0.83333 	0.90000 
0.50000 	0.00000 	0.90000 
0.33333 	0.16667 	0.90000 
0.33333 	0.66667 	0.90000 
0.16667 	0.33333 	0.90000 
0.16667 	0.83333 	0.90000 
0.00000 	0.16667 	0.95000 
0.00000 	0.66667 	0.95000 
0.83333 	0.33333 	0.95000 
0.83333 	0.83333 	0.95000 
0.66667 	0.00000 	0.95000 
0.66667 	0.50000 	0.95000 
0.50000 	0.16667 	0.95000 
0.50000 	0.66667 	0.95000 
0.33333 	0.33333 	0.95000 
0.33333 	0.83333 	0.95000 
0.16667 	0.00000 	0.95000 
0.16667 	0.50000 	0.95000 
